name
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (108)_color_threshold_idx_1_chunck_0_region_126_labels_0_G.png, 1:4.45633840657307, 2:1.124419338207676, 3:8.543933412528034, 4:11.631168868602781, 5:1.8155862831439178, 6:13.762677594905883, 7:14.192999780063184, 8:1.789180001061584, 9:13.478834831397085, 10:10.8683768394125, 11:1.0092637238113191, 12:7.428741763241888, 13:2.4522668818797078, 14:-0.29506504158762037, 15:-2.6105753662586397, 16:-8.41931839318958, 17:-1.7020580934521603, 18:-13.38143895752531, 19:-18.122618803675156, 20:-2.7357020015574514, 21:-21.21464676400031, 22:-23.250172964523408, 23:-3.0251319485869352, 24:-23.26037435952883, 25:-21.77168135641149, 26:-2.4326485443637473, 27:-18.475980184601532, 28:-13.766408732657482, 29:-1.1074762911946647, 30:-8.03965543413753, 31:-1.4762150939884986, 32:0.5539672859701121, 33:4.958681866524297, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (109)_color_threshold_idx_1_chunck_6_region_7_labels_1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (11)_color_threshold_idx_1_chunck_12_region_172_labels_2_G.png, 1:3056.729837022942, 2:1817.7678648717729, 3:1159.7095830421747, 4:-4196.639075356872, 5:-4326.399692504458, 6:-341.90191931653135, 7:842.0405755381056, 8:4684.106956029887, 9:-2757.9592543281346, 10:908.3373121603413, 11:-3679.0413622945916, 12:1831.7075600669987, 13:-3704.518682744521, 14:1017.135306915061, 15:433.5056522820868, 16:6535.873269671343, 17:2917.390626411744, 18:330.5140284729295, 19:-3612.0946822498086, 20:-4707.018539563883, 21:-290.8135898268984, 22:-1421.7499021571011, 23:3231.528922272157, 24:-1214.3238757567851, 25:3100.8007866696107, 26:-691.2558227490239, 27:913.0029051647498, 28:-3072.2057026740117, 29:-1477.6932996467485, 30:-369.7236092279521, 31:2285.116961883973, 32:2577.4550005632477, 33:1150.2492193240078, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (11)_color_threshold_idx_1_chunck_4_region_172_labels_0_G.png, 1:22.91831180523293, 2:11.164549944127211, 3:26.819301048676827, 4:-13.24897355853362, 5:-17.76596630915054, 6:-42.19675541863871, 7:-50.64394254419058, 8:-6.8099206046006655, 9:-17.161078525668398, 10:43.18425709815783, 11:28.315012658126175, 12:67.30588180556407, 13:48.91081075329543, 14:-4.894409407210779, 15:-9.676362777458456, 16:-74.25100048582448, 17:-32.03874827284381, 18:-76.62166121255603, 19:-26.836809542954818, 20:19.909663548593702, 21:44.32632062028772, 22:96.18221930281769, 23:27.82938789304699, 24:67.64003930205946, 25:-9.598365969633859, 26:-34.153873834374046, 27:-77.37827145354737, 28:-101.64701170662153, 29:-16.08973760929143, 30:-41.28342924866071, 31:52.046119120572044, 32:43.84768597559943, 33:100.13013238446682, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (110)_color_threshold_idx_1_chunck_20_region_-1_labels_-1_G.png, 1:3.819718634205488, 2:4.615493349664965, 3:1.0679527340803996, 4:-2.4937283017788707, 5:-7.625139514340943, 6:-1.7046702496141308, 7:-8.161404327290485, 8:-2.240945154320113, 9:-0.6517404679234413, 10:7.987605564203719, 11:11.883784816798201, 12:2.738258167425911, 13:7.038485287809822, 14:-3.362029044575923, 15:-0.4839214998882076, 16:-13.281831081504304, 17:-12.680874810224577, 18:-3.1368964828882326, 19:-2.167193510310366, 20:10.029341637091836, 21:1.979053478155077, 22:16.291201387862667, 23:9.666335621634472, 24:2.768697104458886, 25:-4.972092175775481, 26:-15.631932060743859, 27:-3.457640493589731, 28:-15.751867014268624, 29:-3.440622702096358, 30:-1.6265710728483798, 31:12.435808070749358, 32:18.431979944670722, 33:4.542925229891713, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (111)_color_threshold_idx_2_chunck_-1_region_1_labels_0_G.png, 1:2.864788975654116, 2:-4.133840232413177, 3:-2.4375836020916606, 4:3.464899000861595, 5:-0.8659482381283354, 6:-0.5115577544440411, 7:-3.667711759059864, 8:6.158391960631384, 9:3.6304393534009503, 10:-8.836323758530632, 11:6.592268199704484, 12:3.888800280661454, 13:-3.0652664799264513, 14:-2.169142445775485, 15:-1.2753576311369557, 16:8.379902786998958, 17:-9.92291026002594, 18:-5.850264014596631, 19:11.00104866914526, 20:-5.951409968696348, 21:-3.5145482896508606, 22:-0.28295994964944354, 23:6.359716211825935, 24:3.7436228194825074, 25:-12.809016484776448, 26:12.123469856135337, 27:7.150211539882824, 28:-10.574237212040176, 29:3.13496892769821, 30:1.8589562106497013, 31:5.267034528938493, 32:-10.73520734758385, 33:-6.32252468376004, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (112)_color_threshold_idx_2_chunck_2_region_10_labels_0_G.png, 1:3287.50450450619, 2:-3193.6977578326055, 3:-1102.6693505525382, 4:-3752.3987988879926, 5:6754.305635071061, 6:1802.455350025514, 7:-3752.326594963892, 8:-2949.313923989939, 9:273.7766812410033, 10:7840.474552038536, 11:-4627.827501836845, 12:-1992.8578428608873, 13:-2691.957871700861, 14:6907.880768316657, 15:501.9655725964747, 16:-4280.898230346097, 17:-2472.426468476085, 18:1261.567929730608, 19:5666.788911147403, 20:-2924.4063889830727, 21:-258.7589379739764, 22:-2713.7189869300582, 23:5201.38789949136, 24:-985.6954083588346, 25:-1160.3343195204384, 26:-3797.663214666058, 27:-300.7751133330478, 28:4655.731694759456, 29:-753.4252382536214, 30:1570.0264466319636, 31:-5001.376894678352, 32:5377.842352141288, 33:21.287400158690016, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (113)_color_threshold_idx_1_chunck_11_region_8_labels_1_G.png, 1:128.59719401825143, 2:163.76170642358477, 3:148.1430327255624, 4:220.8747335934776, 5:137.37948195372334, 6:159.76695336614003, 7:182.07766529075573, 8:98.99630537292026, 9:167.03311410319188, 10:194.8220942930548, 11:128.97135271003458, 12:168.222808975316, 13:225.78540344521136, 14:177.63704952973086, 15:146.32159349723696, 16:224.7477287042513, 17:121.43171036765935, 18:108.81496445404692, 19:54.757813798531686, 20:-75.96831880866439, 21:-1.6338791108940527, 22:-136.17126961587297, 23:-121.83725075239661, 24:-54.77713883856395, 25:-57.997857659248226, 26:35.0262751253494, 27:7.172005785458152, 28:112.97452086279472, 29:138.24546570916712, 30:68.40373963044158, 31:159.7757648983354, 32:88.46615950882988, 33:75.852799508304, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (114)_color_threshold_idx_1_chunck_4_region_1_labels_1_G.png, 1:56.34084985453095, 2:-53.32316093354838, 3:-10.783616144165281, 4:-90.01435261758643, 5:138.48336751015927, 6:28.000364037099693, 7:-20.924327908601878, 8:-118.59186366809416, 9:-23.9648858599993, 10:165.81674398078027, 11:-38.39321719398649, 12:-7.785127157002089, 13:-170.3319386921635, 14:199.47100769411324, 15:40.33259849894554, 16:-8.596045251751441, 17:-191.04537513498624, 18:-38.586182875544424, 19:214.31408407558553, 20:-11.966403533225812, 21:-2.474119655946321, 22:-234.15253824525988, 23:233.3533035145705, 24:47.18122592377229, 25:20.253712741613562, 26:-251.96813088550536, 27:-50.860191169024176, 28:239.68594143514088, 29:24.735252774536203, 30:4.900834058688806, 31:-289.77753006931636, 32:249.24351736591234, 33:50.38944447711259, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (114)_color_threshold_idx_2_chunck_4_region_1_labels_1_G.png, 1:218.04227203589662, 2:34.30657773319708, 3:-419.8187698878512, 4:569.118801634514, 5:54.948329978502066, 6:-681.3261370367323, 7:717.8067780401157, 8:56.95932665430807, 9:-722.1030537110555, 10:665.1105755031274, 11:46.118203798085574, 12:-600.3500147377323, 13:509.6132493742797, 14:33.10422793819055, 15:-434.5428879794309, 16:362.26051161347584, 17:24.8415664628463, 18:-310.8097361762071, 19:267.6781770975385, 20:20.103213742848215, 21:-232.13731269808403, 22:192.1064462296425, 23:12.582542190994522, 24:-143.87371771707825, 25:79.1398347848776, 26:-1.712384251691294, 27:-5.028256889332664, 28:-81.34129381729721, 29:-19.378743110125356, 30:160.35174152652195, 31:-232.28130741286083, 32:-31.310880959828182, 33:275.525251307195, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (115)_color_threshold_idx_0_chunck_2_region_-1_labels_-1_G.png, 1:596.8310365946076, 2:-482.4501574931113, 3:612.1648711117779, 4:-194.91596570071832, 5:611.8546172319777, 6:-663.8805494336749, 7:-979.4907177407121, 8:186.39348586930893, 9:-355.0570135260316, 10:526.2293643145497, 11:-548.3698949655131, 12:532.3087770817449, 13:189.51969043406925, 14:375.63272697886805, 15:-283.4631646117508, 16:-608.250392020592, 17:75.09247679408465, 18:-15.216627048820321, 19:763.1161269899009, 20:-670.3412919339819, 21:698.9468685719618, 22:348.8396200600831, 23:361.49271033825323, 24:-383.9430351028285, 25:-1030.2435225783418, 26:472.7121394420204, 27:-566.3965105562129, 28:38.564790634672, 29:-431.1991925747259, 30:374.6410349356331, 31:519.1648867230645, 32:-28.742152467569156, 33:103.41303618262036, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (115)_color_threshold_idx_1_chunck_-1_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (115)_color_threshold_idx_1_chunck_10_region_40_labels_1_G.png, 1:9.23098669932993, 2:0.7694397248759273, 3:6.107427816202661, 4:-21.292470048446184, 5:-2.500961962999389, 6:-19.90118354084819, 7:18.318718037475584, 8:3.8578887919751166, 9:30.857680963757762, 10:-1.4714367758362878, 11:-3.662505302799119, 12:-29.62000105202693, 13:-19.02165146209692, 14:1.7253262291723526, 15:14.507002348492296, 16:30.499456787400582, 17:0.9775410741916478, 18:7.001709765647265, 19:-26.104871127154755, 20:-2.9147858308538357, 21:-22.90970572128872, 22:9.250446247455981, 23:3.009242437504611, 24:24.531544477700383, 25:8.659808952498793, 26:-1.3787611819443508, 27:-12.36641094031166, 28:-15.852065199835177, 29:-0.7021542017057587, 30:-3.9823086076500283, 31:8.2086093428452, 32:1.6300175949210234, 33:12.034400965916165, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (116)_color_threshold_idx_1_chunck_10_region_156_labels_2_G.png, 1:23.873241463784304, 2:30.801353578376393, 3:13.916313340351536, 4:64.39179230392087, 5:53.34438267566295, 6:19.81149426725389, 7:90.42042541394481, 8:65.0967599149241, 9:18.354726483625416, 10:101.43482559007022, 11:64.98497665822846, 12:9.82534250148058, 13:93.56844364358837, 14:51.80219255498295, 15:-8.875356609337377, 16:67.23301697911349, 17:30.052922508376408, 18:-32.442470977785995, 19:34.894344384764565, 20:7.643260511182933, 21:-50.08411102358919, 22:5.313233052884985, 23:-13.448903506282603, 24:-61.71697130316519, 25:-25.63807401808402, 26:-34.62491950865609, 27:-72.84487448760888, 28:-57.0660085129279, 29:-51.71334795023455, 30:-78.2290235168664, 31:-76.98023655775387, 32:-59.464302517514334, 33:-70.69333258623656, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (117)_color_threshold_idx_1_chunck_4_region_98_labels_0_G.png, 1:6.0478878374920235, 2:8.72913189176224, 3:0.7441010326374323, 4:0.9082993271727582, 5:-7.409540819614022, 6:-0.6124899874971386, 7:-14.968656708190595, 8:-14.19293928485417, 9:-1.2238955423646725, 10:-3.1520218314779975, 11:9.613862331333705, 12:0.7676798042298911, 13:19.736775078360633, 14:18.862603401789517, 15:1.637078308549177, 16:6.096817513404262, 17:-10.006300806791597, 18:-0.7564280469231985, 19:-22.88312824774513, 20:-22.996003874012366, 21:-2.000289891218275, 22:-9.485195830090655, 23:9.219552370860622, 24:0.6343079187685708, 25:24.856644759548825, 26:26.607434155087383, 27:2.3109746034766445, 28:13.125179925362493, 29:-7.5476445096581015, 30:-0.42841998767250156, 31:-25.832702904487544, 32:-29.65561139978206, 33:-2.562707874101771, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (118)_color_threshold_idx_1_chunck_6_region_1_labels_1_G.png, 1:212.3126940845884, 2:-68.90997428267625, 3:-5.59100338878857, 4:-565.4687365742486, 5:252.60090416703858, 6:32.80773866519805, 7:735.2723863342504, 8:-491.7230478843033, 9:-101.72390570574939, 10:-686.1263995366825, 11:714.7413328928462, 12:216.9755492643909, 13:463.4502159634278, 14:-863.9448887061445, 15:-348.87360472565393, 16:-158.38307436083727, 17:910.8452184433883, 18:437.75100247991287, 19:-144.02363963200742, 20:-855.4734554754599, 21:-423.0297795859707, 22:401.72604980595975, 23:713.6345553406733, 24:280.6321037233411, 25:-617.9659986331382, 26:-502.41528793045273, 27:-44.47265494723494, 28:812.3502168824642, 29:233.62059430149918, 30:-204.1719707775777, 31:-983.9023301720756, 32:81.80235161289653, 33:376.12356121803333, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (118)_color_threshold_idx_1_chunck_7_region_1_labels_1_G.png, 1:10.504226244065093, 2:2.399672374721766, 3:17.881606666523037, 4:15.223644601717341, 5:0.8558022274645455, 6:8.75550687651423, 7:-4.919642540611134, 8:-2.5328024782051513, 9:-15.372709818863616, 10:-22.500248346330526, 11:-2.859790383326137, 12:-22.260247487519496, 13:-15.324897410902146, 14:0.11232940933979252, 15:-6.495873431950853, 16:2.3829947500306705, 17:1.7830788393026387, 18:6.145267159147646, 19:5.230696687700572, 20:0.0333535819650325, 21:1.2180442911474276, 22:-2.8674540632719028, 23:-1.4628277945349561, 24:-2.746008279358339, 25:2.782769968545217, 26:0.7400873303798676, 27:12.382054383621705, 28:23.216988209782002, 29:3.8198113644000937, 30:28.965578266496145, 31:26.90373995489333, 32:2.387564805052865, 33:15.078327024384793, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (119)_color_threshold_idx_2_chunck_7_region_28_labels_3_G.png, 1:21035.827138341992, 2:18531.477976923452, 3:13233.13380381278, 4:2376.9397376316965, 5:-13000.719589371985, 6:75.43992084066716, 7:-11872.922914521892, 8:-2362.0198175799205, 9:-823.3648065930715, 10:1344.6346104565214, 11:1262.859636716688, 12:-1231.8058882759278, 13:-1964.7654288016993, 14:-1489.6214542155508, 15:266.3865283918129, 16:1637.173445119126, 17:4668.888624072063, 18:-60.94687419757052, 19:4138.894227181209, 20:-897.8578548532074, 21:-1209.0053122664249, 22:-1959.8326477612209, 23:741.5997793029178, 24:1025.9672753586328, 25:1892.3314011555651, 26:-1239.1416571930338, 27:714.6158583612041, 28:-5135.790841912029, 29:-1869.371729199515, 30:-2506.612932032158, 31:1784.8430103622923, 32:1565.293322196917, 33:2025.241862683612, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (12)_color_threshold_idx_2_chunck_6_region_99_labels_1_G.png, 1:1110.5831928952457, 2:993.5670781036243, 3:-394.62406768834785, 4:-1687.021889355554, 5:-2408.0609046703785, 6:961.9684406779584, 7:-408.1422303475127, 8:1805.0091924673504, 9:-720.1887644245179, 10:2549.5581879071124, 11:583.3969737802237, 12:-282.9455753893957, 13:-2073.620267837837, 14:-2094.2522414456107, 15:981.611268856133, 16:-206.3612729306339, 17:1290.1936362991698, 18:-678.1078519235418, 19:1393.1596813058923, 20:207.74549207563925, 21:-110.53577289737923, 22:-600.5750149380724, 23:-265.8845638312209, 24:446.25514679473696, 25:-147.48852086811618, 26:-629.3456943665058, 27:-207.15936746124635, 28:-687.4541331598715, 29:269.9124933484444, 30:46.195286647915644, 31:1636.4267015917403, 32:1647.3086818513805, 33:-263.8592810811006, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (120)_color_threshold_idx_1_chunck_6_region_116_labels_1_G.png, 1:684.0479454089661, 2:82.7242863793087, 3:-564.8351205740606, 4:-930.2655474668873, 5:-198.2488988603271, 6:648.8720271493603, 7:1109.1055449401952, 8:389.82011404035745, 9:-901.1698210639097, 10:-1056.2831219471984, 11:-562.0740492539879, 12:1315.0342924423526, 13:501.63868786325446, 14:546.6861127195849, 15:-1466.9123310738962, 16:217.2742788102081, 17:-361.28557804830575, 18:1412.6149747697925, 19:-1103.3392702751992, 20:109.44021713553339, 21:-641.2282480069623, 22:1005.392665888892, 23:92.83548407547944, 24:464.2565158582937, 25:-976.9370980200628, 26:-206.87112252395698, 27:-317.35433196040856, 28:1061.133358048124, 29:248.62376846117945, 30:-159.78207092500085, 31:-797.4250766507771, 32:-157.19077558269726, 33:528.881042316871, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (121)_color_threshold_idx_0_chunck_9_region_12_labels_3_G.png, 1:1076.52403507358, 2:1206.922284302384, 3:-1527.5494664575929, 4:2137.437471461579, 5:1256.7416630742568, 6:-1603.7508094299817, 7:1385.0856792197965, 8:501.64988566980696, 9:-627.5642102438219, 10:257.4078793476076, 11:41.710735354925106, 12:20.677268684360158, 13:3.0200670862289396, 14:107.42937395264053, 15:-39.198731449336975, 16:187.86510236276507, 17:109.55995598510519, 18:-119.8711755151161, 19:9.47339199583682, 20:-137.77292115394988, 21:100.68012695087268, 22:-299.81047670463124, 23:-220.40132334051086, 24:209.50510357452666, 25:-180.3449579021031, 26:-1.7978832717513507, 27:4.342197535296365, 28:153.3712136885984, 29:150.8068158622843, 30:-156.447041079793, 31:174.32246449172632, 32:49.29740731096656, 33:-49.895228887878375, 
